BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ed0 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ed0 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ed0 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ecf PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ecf PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ecf PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ece PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ece PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ece PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ecd PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ecd PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ecd PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ecc PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ecc PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ecc PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ecb PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ecb PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ecb PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eca PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eca PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eca PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec9 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec9 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec9 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec8 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec8 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec8 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec7 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec7 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec7 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec6 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec6 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec6 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec5 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec5 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec5 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec4 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec4 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec4 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec3 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec3 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec3 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec2 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec2 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec2 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec1 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec1 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec1 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec0 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec0 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ec0 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ebf PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ebf PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ebf PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ebe PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ebe PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ebe PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ebd PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ebd PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ebd PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ebc PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ebc PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ebc PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ebb PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ebb PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ebb PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eba PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eba PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eba PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb9 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb9 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb9 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb8 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb8 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb8 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb7 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb7 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb7 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb6 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb6 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb6 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb5 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb5 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb5 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb4 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb4 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb4 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb3 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb3 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb3 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb2 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb2 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb2 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb1 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb1 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb1 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb0 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb0 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eb0 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eaf PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eaf PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eaf PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eae PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eae PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eae PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ead PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ead PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ead PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eac PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eac PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eac PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eab PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eab PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eab PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eaa PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eaa PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8eaa PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea9 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea9 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea9 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea8 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea8 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea8 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea7 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea7 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea7 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea6 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea6 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea6 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea5 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea5 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea5 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea4 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea4 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea4 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea3 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea3 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea3 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea2 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea2 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea2 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea1 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea1 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea1 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea0 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea0 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8ea0 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9f PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9f PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9f PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9e PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9e PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9e PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9d PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9d PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9d PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9c PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9c PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9c PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9b PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9b PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9b PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9a PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9a PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e9a PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e99 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e99 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e99 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e98 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e98 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e98 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e97 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e97 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e97 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e96 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e96 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e96 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e95 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e95 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e95 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e94 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e94 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e94 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e93 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e93 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e93 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e92 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e92 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e92 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e91 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e91 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e91 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e90 PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e90 PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e90 PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e8f PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e8f PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e8f PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e8e PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e8e PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e8e PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e8d PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e8d PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e8d PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e8c PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e8c PC:0x000a SP:0xfffe
LD (HL-),A          instruction:0x32 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e8c PC:0x0007 SP:0xfffe
BIT 7,H             instruction:0x7c AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e8b PC:0x0008 SP:0xfffe
JR NZ,r8            instruction:0x20 AF:0x0020 BC:0x0000 DE:0x0000 HL:0x8e8b PC:0x000a SP:0xfffe
